User Question,Ground Truth SQL Query,Generated SQL by Base Model,Explanation by Base Model,Generated SQL by FT Model,Explanation by FT Model,Model that got it right
List the customers who have never received a discount on their orders.,SELECT DISTINCT CustomerID FROM customers WHERE CustomerID NOT IN (SELECT DISTINCT CustomerID FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID WHERE Discount > 0);,"```sql
SELECT DISTINCT c.CustomerID, c.CompanyName, c.ContactName, c.ContactTitle, c.Address, c.City, c.Region, c.PostalCode, c.Country, c.Phone, c.Fax
FROM customers c
JOIN orders o ON c.CustomerID = o.CustomerID
JOIN [Order Details] od ON o.OrderID = od.OrderID
WHERE od.Discount = 0;
```","The generated query selects customers who have received at least one order with no discount, but it does not exclude those who also had orders with discounts. The ground truth query correctly selects customers who have never had any discounts.",SELECT DISTINCT customers.CustomerID FROM customers LEFT JOIN orders ON customers.CustomerID = orders.CustomerID LEFT JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID WHERE [Order Details].Discount = 0 OR [Order Details].Discount IS NULL;,"The generated query incorrectly includes customers with a zero discount rather than excluding only those who received any discount. It results in customers who have orders with zero discount, contrary to identifying those who never received any discount.",None
Determine the month with the highest number of orders shipped.,"SELECT MONTH(ShippedDate) AS ShipMonth, COUNT(OrderID) AS OrderCount FROM orders WHERE ShippedDate IS NOT NULL GROUP BY ShipMonth ORDER BY OrderCount DESC LIMIT 1;","```sql
SELECT DATE_FORMAT(ShippedDate, '%Y-%m') AS OrderMonth, COUNT(OrderID) AS NumberOfOrders
FROM orders
GROUP BY OrderMonth
ORDER BY NumberOfOrders DESC
LIMIT 1;
```","The generated query groups by year and month (YYYY-MM) format, while the ground truth query groups only by month, ignoring the year.","SELECT EXTRACT(YEAR FROM ShippedDate) AS Year, EXTRACT(MONTH FROM ShippedDate) AS Month, COUNT(OrderID) AS OrdersShipped FROM orders WHERE ShippedDate IS NOT NULL GROUP BY Year, Month ORDER BY OrdersShipped DESC LIMIT 1;","The generated query considers both year and month, leading to potentially multiple rows if the same month occurs in different years. The ground truth aggregates solely by month, disregarding years.",None
What is the average discount given per order each month?,"SELECT DATE_FORMAT(orders.OrderDate, '%Y-%m') AS month, AVG([Order Details].Discount) AS average_discount FROM [Order Details] JOIN orders ON orders.OrderID = [Order Details].OrderID GROUP BY month;","```sql
SELECT 
    DATE_FORMAT(orders.OrderDate, '%Y-%m') AS Month,
    AVG([Order Details].Discount) AS Average_Discount
FROM 
    orders
JOIN 
    [Order Details] ON orders.OrderID = [Order Details].OrderID
GROUP BY 
    MONTH(orders.OrderDate), YEAR(orders.OrderDate)
ORDER BY 
    Month;
```",Both queries calculate the average discount per order each month using similar logic. They format the OrderDate to get the month and group by this formatted month. Differences in SQL string formatting and the order of clauses do not affect the output.,"SELECT DATE_FORMAT(OrderDate, '%Y-%m') AS OrderMonth, AVG(Discount) AS AverageDiscount FROM [Order Details] o JOIN orders ON o.OrderID = orders.OrderID GROUP BY OrderMonth;",Both queries join the same tables and calculate the average discount per month using the same logic.,both
What is the total number of products ordered each month?,"SELECT DATE_FORMAT(OrderDate, '%Y-%m') AS Month, SUM(Quantity) AS TotalProducts FROM [Order Details] od JOIN orders o ON od.OrderID = o.OrderID GROUP BY DATE_FORMAT(OrderDate, '%Y-%m');","```sql
SELECT DATE_FORMAT(orders.OrderDate, '%Y-%m') AS OrderMonth, 
       SUM([Order Details].Quantity) AS TotalProductsOrdered
FROM orders
JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID
GROUP BY OrderMonth
ORDER BY OrderMonth;
```","Both queries calculate the total number of products ordered each month, grouping by formatted order date to month, and summing quantities. The column aliases and order clauses differ but don't affect the core logic.","SELECT TO_CHAR(orders.OrderDate, 'Month') AS order_month, SUM([Order Details].Quantity) AS total_products_ordered FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID GROUP BY TO_CHAR(orders.OrderDate, 'Month');","The generated query groups by month name, potentially combining data from different years, while the ground truth groups by year-month, preserving yearly distinctions.",Base
What is the average freight cost for shipped orders?,SELECT AVG(Freight) AS AvgFreight FROM orders WHERE ShippedDate IS NOT NULL;,"```sql
SELECT AVG(Freight) AS AverageFreightCost
FROM orders
WHERE ShippedDate IS NOT NULL;
```","Both queries calculate the average freight cost for orders that have a non-null ShippedDate, therefore they yield the same result.",SELECT AVG(Freight) AS AverageFreight FROM orders WHERE ShippedDate IS NOT NULL;,"Both queries calculate the average freight of orders with a non-null ShippedDate, yielding the same results. The alias difference does not affect the output.",both
Which product has the highest sales volume this month?,SELECT p.ProductID FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID WHERE EXTRACT(MONTH FROM CURRENT_DATE) = EXTRACT(MONTH FROM CURRENT_DATE) GROUP BY p.ProductID ORDER BY SUM(od.Quantity) DESC LIMIT 1;,"```sql
SELECT p.ProductID, p.ProductName, SUM(od.Quantity) AS TotalSales
FROM products p
JOIN [Order Details] od ON p.ProductID = od.ProductID
WHERE MONTH(CURRENT_DATE) = MONTH(od.OrderID) AND YEAR(CURRENT_DATE) = YEAR(od.OrderID)
GROUP BY p.ProductID, p.ProductName
ORDER BY TotalSales DESC
LIMIT 1;
```",The Ground Truth Query is incomplete and incorrect because it extracts the month from the same date twice and does not reference od.OrderDate to filter orders from this month. The Generated SQL is more accurate as it correctly filters and groups sales for the current month.,SELECT p.ProductName FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID WHERE EXTRACT(YEAR_MONTH FROM od.OrderDate) = EXTRACT(YEAR_MONTH FROM CURDATE()) GROUP BY p.ProductName ORDER BY SUM(od.Quantity) DESC LIMIT 1;,"The generated query extracts year and month together (YEAR_MONTH) to limit the scope to this month and year, while the ground truth query only considers the month. The generated query retrieves ProductName, whereas the ground truth query retrieves ProductID. Furthermore, the ground truth query incorrectly compares the same date functions rather than separating them into logical conditions.",None
What is the total discount given for each product?,"SELECT od.ProductID, SUM(od.Quantity * od.UnitPrice * od.Discount) AS TotalDiscountGiven FROM [Order Details] od GROUP BY od.ProductID;","```sql
SELECT OrderDetails.ProductID, SUM(OrderDetails.Quantity * OrderDetails.UnitPrice * OrderDetails.Discount) AS TotalDiscount
FROM [Order Details] AS OrderDetails
GROUP BY OrderDetails.ProductID;
```","Both queries calculate the total discount given for each product by multiplying Quantity, UnitPrice, and Discount, then grouping by ProductID. The logic and result are the same.","SELECT p.ProductID, SUM(od.Discount * od.Quantity * od.UnitPrice) AS TotalDiscount FROM [Order Details] od JOIN products p ON od.ProductID = p.ProductID GROUP BY p.ProductID;","Both queries calculate the total discount per product by multiplying Quantity, UnitPrice, and Discount, then summing the results and grouping by ProductID.",both
What is the total quantity of products sold by each employee?,"SELECT e.EmployeeID, SUM(od.Quantity) AS TotalQuantity FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY e.EmployeeID;","```sql
SELECT e.EmployeeID, e.FirstName, e.LastName, SUM(od.Quantity) AS TotalQuantity
FROM employees e
JOIN orders o ON e.EmployeeID = o.EmployeeID
JOIN [Order Details] od ON o.OrderID = od.OrderID
GROUP BY e.EmployeeID, e.FirstName, e.LastName
```","Both queries calculate the total quantity of products sold by each employee. The generated query includes additional columns in the SELECT and GROUP BY clauses, which doesn't affect the total aggregate calculation.","SELECT e.EmployeeID, SUM(od.Quantity) AS TotalQuantity FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY e.EmployeeID;",The generated SQL query is identical to the ground truth query and correctly calculates the total quantity of products sold by each employee.,both
Which products have a unit price greater than $50?,SELECT ProductName FROM products WHERE UnitPrice > 50;,"```sql
SELECT ProductID, ProductName, UnitPrice 
FROM products 
WHERE UnitPrice > 50;
```","The generated query selects ProductID, which is not included in the ground truth query.",SELECT ProductName FROM products WHERE UnitPrice > 50;,Both the generated query and the ground truth query are identical and will return products with a unit price greater than $50.,FT
Identify the product with the lowest performance in terms of sales in October 2023.,"SELECT products.ProductName, SUM([Order Details].Quantity) AS product_performance FROM [Order Details] JOIN products ON [Order Details].ProductID = products.ProductID JOIN orders ON [Order Details].OrderID = orders.OrderID WHERE orders.OrderDate BETWEEN '2023-10-01' AND '2023-10-31' GROUP BY products.ProductName ORDER BY product_performance ASC LIMIT 1;","```sql
SELECT products.ProductID, SUM([Order Details].Quantity) AS product_performance 
FROM [Order Details] 
JOIN products ON [Order Details].ProductID = products.ProductID 
JOIN orders ON [Order Details].OrderID = orders.OrderID 
WHERE orders.OrderDate BETWEEN '2023-10-01' AND '2023-10-31' 
GROUP BY products.ProductID 
ORDER BY product_performance ASC 
LIMIT 1
```",The generated query returns ProductID while the ground truth query returns ProductName.,SELECT p.ProductName FROM products p LEFT JOIN [Order Details] od ON p.ProductID = od.ProductID LEFT JOIN orders o ON o.OrderID = od.OrderID WHERE o.OrderDate BETWEEN '2023-10-01' AND '2023-10-31' GROUP BY p.ProductName HAVING SUM(od.Quantity) = (SELECT MIN(total_sales) FROM (SELECT SUM(od2.Quantity) AS total_sales FROM [Order Details] od2 JOIN orders o2 ON o2.OrderID = od2.OrderID WHERE o2.OrderDate BETWEEN '2023-10-01' AND '2023-10-31' GROUP BY od2.ProductID) AS sales) LIMIT 1;,"Both queries correctly identify the product with the lowest sales in October 2023. The methods differ slightly, but they produce the same result by grouping products and finding the one with minimal summed quantity sold.",FT
Which city had the highest number of orders shipped to?,"SELECT orders.ShipCity, COUNT(orders.OrderID) AS NumOrders FROM orders GROUP BY orders.ShipCity ORDER BY NumOrders DESC LIMIT 1;","```sql
SELECT ShipCity, COUNT(OrderID) AS NumberOfOrders
FROM orders
GROUP BY ShipCity
ORDER BY NumberOfOrders DESC
LIMIT 1;
```","Both queries select the city with the highest number of orders by counting OrderID grouped by ShipCity, ordering the results in descending order, and limiting to the top result.","SELECT ShipCity, COUNT(OrderID) AS OrderCount FROM orders GROUP BY ShipCity ORDER BY OrderCount DESC LIMIT 1;","Both queries aim to find the city with the highest number of orders by selecting the ShipCity and counting OrderID, then ordering by the count in descending order and limiting the result to 1. They use different alias names but will yield the same result.",both
How many customers placed more than five orders last year?,SELECT COUNT(customers.CustomerID) AS customer_count FROM orders JOIN customers ON orders.CustomerID = customers.CustomerID WHERE YEAR(orders.OrderDate) = YEAR(CURDATE()) - 1 GROUP BY customers.CustomerID HAVING COUNT(orders.OrderID) > 5;,"```sql
SELECT COUNT(DISTINCT orders.CustomerID) AS customer_count 
FROM orders 
WHERE orders.OrderDate BETWEEN '2022-01-01' AND '2022-12-31' 
GROUP BY orders.CustomerID 
HAVING COUNT(orders.OrderID) > 5;
```","The generated query uses a hardcoded date range for the previous year, while the ground truth uses a dynamic method to calculate the last year. The results could differ if the current year changes.","SELECT COUNT(*) FROM (SELECT customers.CustomerID, COUNT(orders.OrderID) AS order_count FROM orders JOIN customers ON orders.CustomerID = customers.CustomerID WHERE YEAR(orders.OrderDate) = YEAR(CURDATE()) - 1 GROUP BY customers.CustomerID) t WHERE order_count > 5;","Both queries count the number of customers who placed more than five orders last year by grouping orders by CustomerID and filtering based on the order count. The only difference is the use of a subquery in the generated query, but the results are equivalent.",FT
What is the total quantity of products sold per category?,"SELECT products.CategoryID, SUM([Order Details].Quantity) AS TotalQuantity FROM products JOIN [Order Details] ON products.ProductID = [Order Details].ProductID GROUP BY products.CategoryID","```sql
SELECT products.CategoryID, SUM([Order Details].Quantity) AS TotalQuantitySold
FROM [Order Details]
JOIN products ON [Order Details].ProductID = products.ProductID
GROUP BY products.CategoryID;
```","The generated SQL query accurately answers the user's question and yields the same results as both queries perform a join between 'products' and 'Order Details' tables, summing up the quantity of 'Order Details' per 'CategoryID' and grouping by 'CategoryID'.","SELECT p.CategoryID, SUM(od.Quantity) AS TotalQuantitySold FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.CategoryID;","Both queries perform the same join between 'products' and 'Order Details' tables, group by 'CategoryID', and sum the 'Quantity', which answers the user's question accurately.",both
