User Question,Ground Truth SQL Query,Generated SQL by Base Model,Explanation by Base Model,Generated SQL by FT Model,Explanation by FT Model,Model that got it right
What percentage of products are currently on order?,SELECT COUNT(DISTINCT ProductID) * 100.0 / (SELECT COUNT(ProductID) FROM products) AS PercentageOnOrder FROM [Order Details] WHERE Quantity > 0;,"```sql
SELECT 
    (COUNT(CASE WHEN UnitsOnOrder > 0 THEN 1 END) * 100.0 / COUNT(*)) AS PercentageOnOrder
FROM 
    products;
```","The generated query calculates the percentage of products with units on order from the 'products' table, while the ground truth query calculates the percentage based on distinct product IDs from the 'Order Details' table where the order quantity is greater than zero. The data sources and conditions differ, leading to potentially different results.",SELECT (COUNT(*) FILTER(WHERE UnitsOnOrder > 0) * 100.0 / COUNT(*)) AS PercentageOnOrder FROM products;,"The generated SQL query calculates the percentage of products with units on order from the 'products' table, while the ground truth query calculates the percentage based on distinct ProductID from '[Order Details]' where Quantity is greater than zero. They use different criteria and tables.",None
Identify products with sales quantities exceeding their stock levels.,SELECT p.ProductName FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductName HAVING SUM(od.Quantity) > MAX(p.UnitsInStock);,"```sql
SELECT p.ProductID, p.ProductName, SUM(od.Quantity) AS TotalSales, p.UnitsInStock
FROM products p
JOIN [Order Details] od ON p.ProductID = od.ProductID
GROUP BY p.ProductID, p.ProductName, p.UnitsInStock
HAVING SUM(od.Quantity) > p.UnitsInStock;
```",Both queries are functionally equivalent. They identify products with total sales quantities exceeding stock levels by grouping on product details and using a HAVING clause to filter the results.,SELECT p.ProductName FROM products p JOIN [Order Details] od ON p.ProductID = od.ProductID GROUP BY p.ProductName HAVING SUM(od.Quantity) > p.UnitsInStock;,"The generated query uses p.UnitsInStock directly in the HAVING clause, while the ground truth uses MAX(p.UnitsInStock). This could lead to different results based on the assumption of constant or varying stock levels across orders.",Base
Who is the employee with the most orders fulfilled?,"SELECT EmployeeID, COUNT(OrderID) AS OrderCount FROM orders WHERE ShippedDate IS NOT NULL GROUP BY EmployeeID ORDER BY OrderCount DESC LIMIT 1;","```sql
SELECT EmployeeID, COUNT(OrderID) AS OrderCount
FROM orders
GROUP BY EmployeeID
ORDER BY OrderCount DESC
LIMIT 1;
```","The generated query does not consider only fulfilled orders (i.e., those with a non-null ShippedDate).","SELECT emp.EmployeeID, COUNT(OrderID) AS NumOrders FROM orders GROUP BY emp.EmployeeID ORDER BY NumOrders DESC LIMIT 1;","The generated query does not consider the 'ShippedDate IS NOT NULL' condition, which is essential to determine fulfilled orders.",None
What is the average lead time for each supplier to deliver products?,"SELECT p.SupplierID, AVG(DATEDIFF(o.ShippedDate, o.OrderDate)) AS AvgLeadTime FROM products p JOIN orders o ON p.ProductID = o.OrderID GROUP BY p.SupplierID;","```sql
SELECT suppliers.CompanyName, AVG(DATEDIFF(orders.ShippedDate, orders.OrderDate)) AS AverageLeadTime
FROM suppliers
JOIN products ON suppliers.SupplierID = products.SupplierID
JOIN [Order Details] ON products.ProductID = [Order Details].ProductID
JOIN orders ON [Order Details].OrderID = orders.OrderID
GROUP BY suppliers.CompanyName;
```","The generated query joins with the suppliers table for supplier names and groups by CompanyName, while the ground truth groups by SupplierID from the products table, which might not give the same results if there are multiple suppliers with the same name.","SELECT suppliers.SupplierID, suppliers.CompanyName, AVG(DATEDIFF(orders.ShippedDate, orders.OrderDate)) AS AverageLeadTime FROM suppliers JOIN products ON suppliers.SupplierID = products.SupplierID JOIN [Order Details] ON products.ProductID = [Order Details].ProductID JOIN orders ON [Order Details].OrderID = orders.OrderID GROUP BY suppliers.SupplierID, suppliers.CompanyName;","The generated query joins multiple tables to get the SupplierID and calculates the average lead time, while the ground truth query calculates it directly from the products and orders tables. The result will differ if the orders and products are not directly related as assumed in the ground truth query.",None
List all suppliers from a specific region along with their contact names.,"SELECT suppliers.CompanyName, suppliers.ContactName FROM suppliers WHERE suppliers.Region = 'specific region'","```sql
SELECT CompanyName, ContactName 
FROM suppliers 
WHERE Region = 'specific_region';
```","The generated query and the ground truth query select the same columns and filter with the same condition, differing only in syntax, which does not affect the result.","SELECT SupplierID, CompanyName, ContactName FROM suppliers WHERE Region = 'specified_region';","The generated query uses 'SupplierID' and 'specified_region', while the ground truth query does not include 'SupplierID' and uses 'specific region', which may cause different results.",Base
Which employee has handled the most orders?,"SELECT e.EmployeeID, COUNT(o.OrderID) AS OrderCount FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID GROUP BY e.EmployeeID ORDER BY OrderCount DESC;","```sql
SELECT EmployeeID, COUNT(OrderID) AS OrderCount
FROM orders
GROUP BY EmployeeID
ORDER BY OrderCount DESC
LIMIT 1;
```","The generated query does not include a join with the employees table, which might lead to missing EmployeeIDs not present in the orders table.","SELECT EmployeeID, COUNT(OrderID) AS OrderCount FROM orders GROUP BY EmployeeID ORDER BY OrderCount DESC LIMIT 1;","Both queries determine the employee with the most orders by counting OrderID per EmployeeID and ordering the results in descending order of count. The generated query includes a LIMIT 1 to return the top result, matching the user's question more closely.",FT
What is the average employee sales for each title?,"SELECT employees.Title, AVG(employee_sales) AS avg_employee_sales FROM (SELECT employees.Title, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS employee_sales FROM [Order Details] JOIN orders ON [Order Details].OrderID = orders.OrderID JOIN employees ON orders.EmployeeID = employees.EmployeeID GROUP BY employees.EmployeeID, employees.Title) AS sales_by_employee GROUP BY employees.Title","```sql
SELECT employees.Title, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) / COUNT(DISTINCT orders.OrderID) AS average_employee_sales
FROM [Order Details]
JOIN orders ON [Order Details].OrderID = orders.OrderID
JOIN employees ON orders.EmployeeID = employees.EmployeeID
GROUP BY employees.Title
```","The generated SQL calculates average sales by dividing total sales by the distinct order count, while the ground truth computes it as the average of total sales per employee.","SELECT e.Title, AVG(od.UnitPrice * od.Quantity * (1 - od.Discount)) AS AverageTitleSales FROM employees e JOIN orders o ON e.EmployeeID = o.EmployeeID JOIN [Order Details] od ON o.OrderID = od.OrderID GROUP BY e.Title;","Both queries calculate the average sales per title by aggregating sales data from employees, orders, and order details, using employee titles as the grouping criteria.",FT
Which countries have the highest average customer lifetime value?,"SELECT customers.Country, AVG(customer_lifetime_value) AS avg_lifetime_value FROM (SELECT customers.CustomerID, customers.Country, SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount)) AS customer_lifetime_value FROM [Order Details] JOIN orders ON [Order Details].OrderID = orders.OrderID JOIN customers ON orders.CustomerID = customers.CustomerID GROUP BY customers.CustomerID, customers.Country) AS customer_values GROUP BY customers.Country ORDER BY avg_lifetime_value DESC","```sql
SELECT customers.Country, AVG(SUM([Order Details].UnitPrice * [Order Details].Quantity * (1 - [Order Details].Discount))) AS avg_customer_lifetime_value
FROM [Order Details] 
JOIN orders ON [Order Details].OrderID = orders.OrderID 
JOIN customers ON orders.CustomerID = customers.CustomerID 
GROUP BY customers.Country
ORDER BY avg_customer_lifetime_value DESC;
```","The generated query inaccurately uses AVG(SUM(...)), which would result in an incorrect aggregation because it tries to compute an average of summed values within the same query. The correct approach is to first sum the lifetime value per customer and then compute the average for each country, as shown in the ground truth query.","SELECT c.Country, AVG(DATEDIFF(o.ShippedDate, o.OrderDate)) AS AverageLifetime FROM customers c JOIN orders o ON c.CustomerID = o.CustomerID GROUP BY c.Country ORDER BY AverageLifetime DESC;",The generated SQL query calculates average shipping time by country rather than average customer lifetime value. The ground truth query calculates average lifetime value based on order revenue by country.,None
What is the Customer Retention Rate for the last quarter?,"SELECT (COUNT(DISTINCT o1.CustomerID) * 1.0 / COUNT(DISTINCT o2.CustomerID)) AS RetentionRate FROM orders o1, orders o2 WHERE o1.OrderDate BETWEEN DATE_SUB(CURRENT_DATE, INTERVAL 3 MONTH) AND CURRENT_DATE AND o2.OrderDate < DATE_SUB(CURRENT_DATE, INTERVAL 3 MONTH);","```sql
SELECT 
    (COUNT(DISTINCT o2.CustomerID) * 1.0 / NULLIF(COUNT(DISTINCT o1.CustomerID), 0)) AS CustomerRetentionRate
FROM 
    orders o1 
LEFT JOIN 
    orders o2 ON o1.CustomerID = o2.CustomerID AND o2.OrderDate >= DATEADD(QUARTER, -1, GETDATE()) 
WHERE 
    o1.OrderDate < DATEADD(QUARTER, -1, GETDATE());
```","The generated query and the ground truth query are calculating retention rate differently. The generated query finds customers from the last quarter and checks if they existed before, while the ground truth checks the previous quarter's customers present in the current quarter.","SELECT (COUNT(DISTINCT CASE WHEN o.OrderDate BETWEEN DATEADD(QUARTER, -1, CURRENT_DATE) AND CURRENT_DATE THEN o.CustomerID END) * 1.0) / COUNT(DISTINCT CASE WHEN o.OrderDate < DATEADD(QUARTER, -1, CURRENT_DATE) THEN o.CustomerID END) AS CustRetentionRate FROM (SELECT CustomerID, OrderDate FROM orders) o;","The generated query calculates the count of distinct customers from the last quarter divided by distinct customers before last quarter, while the ground truth query calculates distinct customers from last quarter who also had orders before that period.",None
Which supplier had the shortest lead time last year?,"SELECT suppliers.SupplierID, AVG(DATEDIFF(orders.ShippedDate, orders.OrderDate)) AS avg_lead_time FROM orders JOIN [Order Details] ON orders.OrderID = [Order Details].OrderID JOIN products ON [Order Details].ProductID = products.ProductID JOIN suppliers ON products.SupplierID = suppliers.SupplierID WHERE orders.OrderDate BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY suppliers.SupplierID ORDER BY avg_lead_time ASC LIMIT 1","```sql
SELECT products.SupplierID, AVG(DATEDIFF(orders.ShippedDate, orders.OrderDate)) AS supplier_lead_time
FROM orders
JOIN products ON orders.OrderID = products.ProductID
WHERE orders.OrderDate BETWEEN '2022-01-01' AND '2022-12-31'
GROUP BY products.SupplierID
ORDER BY supplier_lead_time ASC
LIMIT 1
```","The generated query incorrectly joins orders and products on OrderID and ProductID, missing the intermediate Order Details table. This can yield incorrect results.","SELECT suppliers.CompanyName, AVG(DATEDIFF(orders.ShippedDate, orders.OrderDate)) AS lead_time FROM [Order Details] JOIN orders ON [Order Details].OrderID = orders.OrderID JOIN products ON [Order Details].ProductID = products.ProductID JOIN suppliers ON products.SupplierID = suppliers.SupplierID WHERE orders.OrderDate BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY suppliers.CompanyName ORDER BY lead_time ASC LIMIT 1","The generated query selects suppliers based on their CompanyName, while the ground truth query uses SupplierID. This difference might yield different outcomes if multiple suppliers have similar company names.",None
How many products have reached their reorder level?,SELECT COUNT(*) AS reorder_products FROM products WHERE UnitsInStock <= ReorderLevel,"```sql
SELECT COUNT(*) AS products_below_reorder_level 
FROM products 
WHERE UnitsInStock <= ReorderLevel;
```","Both queries count products where UnitsInStock is less than or equal to ReorderLevel, so they yield the same result.","SELECT ProductID, ProductName FROM products WHERE UnitsInStock <= ReorderLevel;",The generated query selects ProductID and ProductName instead of counting the products that have reached the reorder level.,Base
What is the median freight cost per order?,SELECT PERCENTILE_CONT(0.5) WITHIN GROUP (ORDER BY Freight) AS MedianFreight FROM orders;,"```sql
SELECT AVG(Freight) AS MedianFreightCost
FROM (
    SELECT Freight
    FROM orders
    ORDER BY Freight
    LIMIT 2 - (SELECT COUNT(*) FROM orders) % 2    -- for even count
    OFFSET (SELECT (COUNT(*) - 1) / 2 FROM orders)  -- for odd count
) AS MedianFreight;
```","The generated SQL query attempts to calculate the median by using ordered subqueries and averaging, which does not accurately address how to find the median, especially for even-sized datasets. The ground truth query correctly uses PERCENTILE_CONT to determine the median.",SELECT PERCENTILE_CONT(0.5) WITHIN GROUP (ORDER BY Freight) AS median_freight_cost FROM orders;,"Both queries calculate the median freight cost using PERCENTILE_CONT(0.5) on the Freight column from the orders table, differing only in the alias names.",FT
